Indicators,Country,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997
electricity,Cameroon,,64.72136688,63.48987961,62.20000076,61.03086472,59.80877686,58.5955925,56.79999924,56.20781326,55.03915405,53.70000076,52.75955582,51.64415359,50.54139709,48.20000076,49,47.28193283,47.09999847,45.12301254,44.04040146,46.20000076,41,40.70677567,40.7,38.4354744
ageing,Cameroon,82.25609855,83.02331189,83.71016388,84.30102084,84.70461338,85.03840629,85.55567211,86.39762664,87.14206658,87.49263675,87.76561922,88.04783093,88.40052766,88.83265378,89.34300748,89.87039938,90.40021012,91.0055164,91.71173338,92.56424522,93.51287159,94.40980763,95.23174897,96.09214329,97.0869371
publicdebt,Cameroon,,,,,,,,,,,,,,,,,,,,,,,79.4576584,84.81026402,
business,Cameroon,,,24.8,24.8,35.8,32.2,33,34.6,36.4,36,40.4,46.2,128.6,151.7,143.5,150.9,172.1,183.3,193,,,,,,
gdp,Cameroon,1666.932734,1539.130559,1538.687947,1594.05999,1479.862349,1426.065517,1399.675331,1631.714084,1559.139125,1433.724035,1497.926667,1383.813759,1445.86032,1476.009215,1311.003014,1177.968662,1129.3579,1119.98093,976.5193473,780.2705836,706.9842108,700.1632136,786.8459508,789.2742585,773.9271096
GNI per capita growth (annual %),Cameroon,-3.032835803,-2.540597894,0.33560425,1.090874319,0.460481432,1.145105347,1.827504584,3.657074743,1.676545568,1.216182159,0.462310661,-0.539274,0.748953333,0.558809475,0.599866024,2.310168147,-0.932470002,5.297522703,4.757640567,2.750667706,0.978910032,-0.747631649,2.116347471,3.12720007,1.532022428
savings,Cameroon,14.08417658,13.23996251,14.39895778,15.70642982,16.2917061,16.45471331,14.31569394,16.30627734,15.32120223,15.11444457,15.5209984,15.29820406,16.14105023,17.51653471,18.88596293,19.32032189,16.87037525,16.91747739,14.19098556,11.91175612,12.15782487,14.38148476,16.54237912,17.3354869,17.55822116
internet,Cameroon,,37.8,33.5,29.7,23.20297197,20.6,18.3,16.21487223,10,7.5,5,4.3,3.84,3.4,2.93,2.028744791,1.402654226,0.976075415,0.587622611,0.360871584,0.277051322,0.252120078,0.129067581,0.013216341,0.006768744
inflation,Cameroon,2.271857625,2.437608822,2.452802141,1.074299452,0.642673522,0.861740258,2.685982772,1.834130781,2.05908684,2.742534075,2.939699463,1.275380462,3.043618479,5.337806276,0.921402246,5.11757816,2.013539502,0.23364738,0.623163557,2.834422601,4.419772459,1.22719013,1.871745007,3.170751854,4.786238819
immigration,Cameroon,,,,,,,1.636313704,,,,,1.403990527,,,,,1.42735706,,,,,1.433871894,,,
gender,Cameroon,66.89199829,66.58000183,67.21900177,67.16300201,67.11399841,67.07499695,67.04499817,67.01300049,67.89399719,68.76799774,69.63500214,70.49299622,73.19999695,75.73999786,78.10800171,78.08899689,78.07700348,78.03900146,78.00099945,77.96499634,77.93099976,77.89700317,77.83899689,77.78500366,77.73799896
education,Cameroon,,,,,,,,77.36000061,,,,,,,83.11000061,,,,,,,,,,
interest,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,
literacy,Cameroon,,78.23000336,,77.07103729,,,,,,,,71.29051208,,,70.67993927,,,,,,,68.4091568,,,
militaryexp,Cameroon,1.024089314,1.010443012,1.086759173,1.11159531,1.173793483,1.187536437,1.144433296,1.149088972,1.214414615,1.217846576,1.18443512,1.354256639,1.319340142,1.312339132,1.326606417,1.32737745,1.243220765,1.401603832,1.383806998,1.338506756,1.290360035,1.324748865,1.443852391,1.396509438,1.301241746
oil,Cameroon,,1.731414389,2.744363813,3.015627427,2.429881416,1.626199704,2.038558992,4.13198586,4.463206416,5.529745697,5.486651618,4.339854543,3.339387763,7.671779711,6.245669993,6.641838567,5.559918739,2.938441875,1.962141562,2.52134979,3.11153736,5.2945933,2.700128033,1.519703478,4.419588576
slums,Cameroon,,32.67179,,35.94099,,39.21019,,42.47939,,45.74859,,49.01779,,52.28699,,55.55619,,58.8254,,62.0946,,65.3638,,,
Real interest rate (%),Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,
ruralpop,Cameroon,41.852,42.44,43.032,43.626,44.223,44.821,45.422,46.024,46.627,47.231,47.836,48.441,49.046,49.65,50.254,50.857,51.459,52.06,52.662,53.262,53.861,54.458,55.056,55.652,56.245
servicesector,Cameroon,51.05502184,51.76192077,51.02687348,50.44644882,50.3626878,50.46646052,49.56032169,50.42782014,50.3174153,50.76169207,51.77038188,50.63272793,50.62330927,49.59949992,49.1015544,47.92962074,48.16268604,48.11040194,45.90001699,45.95072432,46.4356337,45.02945268,45.67887849,45.56927279,45.31126127
"Share of tariff lines with international peaks, all products (%)",Cameroon,,,54.70288,,,,,54.06737,52.18728,54.33621,54.33902,52.16158,52.58427,52.16158,52.20929,54.58046,55.85417,54.64231,54.64231,50.9236,51.97595,,,,
"Share of tariff lines with specific rates, all products (%)",Cameroon,,,0.0290686,,,,,0,0,0,0.0083282,0,4.459033,0,0.2226522,0,0,0,0,0.026228,0.027691,,,,
"Tariff rate, applied, simple mean, all products (%)",Cameroon,,,18.56,,,,,18.91,18.75,18.88,18.87,18.72,18.95,18.72,18.78,19.21,19.16,19.19,19.19,18.52,18.65,,,,
"Tariff rate, applied, simple mean, primary products (%)",Cameroon,,,22.02,,,,,22.93,21.84,21.95,21.62,21.83,21.94,21.83,21.84,23.12,23,23.2,23.2,22.24,22.06,,,,
Tariffs,Cameroon,,,15.46,,,,,12.7,12.99,11.7,12.65,13,11.58,13,13.01,13.81,14.45,14.27,14.27,13.9,13.49,,,,
"Tariff rate, applied, weighted mean, primary products (%)",Cameroon,,,18.38,,,,,11.14,11.58,9.53,9.39,11.55,9.15,11.55,11.55,13.37,13.83,13.84,13.84,14.46,13.51,,,,
"Tariff rate, most favored nation, simple mean, all products (%)",Cameroon,,,18.25,,,,,18.23,17.93,17.82,17.82,17.75,17.62,17.75,17.86,18.22,18.05,18.22,18.22,18.04,18.04,,,,
"Tariff rate, most favored nation, weighted mean, all products (%)",Cameroon,,,15.7,,,,,12.9,13.28,11.93,12.74,13.3,11.89,13.3,13.31,13.81,14.45,14.27,14.27,13.9,13.49,,,,
unemployment,Cameroon,,,,,,,,3.529999971,,,,4.110000134,,,3.059999943,,4.400000095,,,,7.460000038,,,,
Exports,Cambodia,1156509,805449,798153,600752,478320,393016,376339,327474,340951,270811,231481,134734,90726,109554,88293,69776,53603,45177,29465,25156,20561,16406,10433,11369,
Imports,Cambodia,210043,149749,144432,137666,100758,83051,66660,48291,36364,21532,18430,9363,3689,3883,5107,3509,2731,2993,2600,2455,3480,5949,5579,4818,
fdi,Cambodia,3369,3761,5755,199,1505,,1000,312,2251,1660,1737,1035,1337,292,634,212,276,2069,1252,1374,930,194,248,290,545
electricity,Cambodia,,86.40000153,84,81.07565308,89.06999969,69.54431152,64.91042328,56.09999847,57.57369614,53.93056488,50.30726242,31.10000038,43.1121521,26.39999962,35.96763611,32.40758133,20.5,25.29838371,19.29999924,18.18709946,14.62477779,16.60000038,8.820036888,18.67,
ageing,Cambodia,53.44841748,53.60541627,53.70162811,53.76165465,53.85472879,53.97531993,54.09076744,54.24571715,54.52581718,54.70378113,54.94095846,55.62521575,56.67067352,58.07049066,59.74470974,61.60851419,63.64932306,65.79862639,68.14809886,70.71366553,73.40099868,76.19970104,79.04397868,84.63814154,90.20907148
publicdebt,Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,
business,Cambodia,,,53.4,47.4,51.3,55.7,59.6,120.4,129.8,77.7,109,127.5,137.4,150.6,190.3,236.5,276.1,480.1,534.8,,,,,,
gdp,Cambodia,1625.23502,1577.911747,1671.385385,1533.315985,1400.89926,1281.105964,1170.742816,1098.074538,1015.220881,950.4825446,880.3103044,782.6957324,734.8151245,742.3979663,629.9210715,539.7473654,475.0693943,410.0861329,364.2753017,341.0367658,322.8998639,301.5165985,295.5912853,267.4097962,301.2196654
GNI per capita growth (annual %),Cambodia,0.567951836,-2.068468246,5.238080266,5.595210777,5.682298532,5.79028389,5.58168289,5.633979298,5.076584306,4.860109772,4.709876624,5.466424938,-1.743809384,4.219107974,9.013878056,9.047929101,10.60624453,8.151698948,7.226617102,3.774993442,5.948809299,7.47651436,9.383241084,1.934900946,3.066693084
savings,Cambodia,28.59781561,27.45785099,27.12303432,26.65253628,24.22658858,21.22772634,21.34202868,21.04028629,19.93241698,19.21995543,16.87990271,18.52913423,18.80388623,16.71365932,19.21501501,19.86330896,15.33938437,14.39625637,16.23877805,16.51975852,16.32430524,14.29561898,13.02076907,7.23399209,8.539986329
internet,Cambodia,,,,,32.90027854,32.39845171,18,14,6,4.94,3.1,1.26,0.53,0.51,0.49,0.46835672,0.317321781,0.300436644,0.260570198,0.226983238,0.076956056,0.04702264,0.031969578,0.016324986,0.005844911
inflation,Cambodia,2.920734776,2.940295143,1.942575008,2.459085154,2.912635574,3.019139751,1.223931955,3.855688614,2.941625095,2.934316093,5.478447496,3.996395281,-1.241717542,24.09685193,8.708827706,5.810685505,6.61525912,4.319336774,0.941746118,0.211466568,-0.6006483,-0.791992529,4.008207021,14.80650354,7.960213978
immigration,Cambodia,,,,,,,0.474794451,,,,,0.570727951,,,,,0.856084861,,,,,1.19762369,,,
gender,Cambodia,69.67700195,69.06199646,69.72499847,68.58200073,67.41799927,66.23500061,65.03299713,63.81499863,62.58100128,61.33300018,62.43500137,63.52500153,64.60099792,65.66300201,66.71099854,67.7440033,68.75900269,69.7559967,70.73400116,71.69300079,72.63300323,73.5530014,74.45200348,75.3259964,76.1780014
education,Cambodia,,,73.01999664,,79.19000244,79.66000366,75.94999695,63.06999969,80.58000183,94.59999847,93.94000244,89.33999634,65.81999969,73.65000153,79.29000092,,,,,,58.36000061,60.88000107,,,
interest,Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,
literacy,Cambodia,83.91000366,,,,,,80.52648926,78.05509186,,,,,76.13796234,76.87129211,,,,73.6099472,,,,,,67.3350296,
militaryexp,Cambodia,2.316364421,2.44546663,2.228561325,2.224852375,2.071383501,1.90988363,1.801622621,1.663069547,1.596573701,1.547041585,1.497788708,1.493096881,1.313127999,0.798217508,0.914612028,1.043100079,1.127579071,1.296742212,1.447518851,1.519617406,1.774810532,2.20981321,2.510029082,2.6620479,3.003361162
oil,Cambodia,,0.157827483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slums,Cambodia,,39.7,,39.7,,39.7,,45.4,,51,,56.6,,62.3,,67.9,,73.6,,79.2,,84.8,,,
Real interest rate (%),Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,
ruralpop,Cambodia,75.332,75.768,76.195,76.612,77.02,77.418,77.812,78.201,78.585,78.963,79.337,79.706,80.07,80.429,80.587,80.707,80.826,80.945,81.063,81.18,81.297,81.414,81.53,81.645,81.94
servicesector,Cambodia,34.17806816,36.60104395,38.84825035,39.49206626,39.72190635,39.88598082,39.83267342,39.7038516,38.50756446,37.77000542,37.50395576,38.30541045,38.78978724,38.84161754,38.50616496,38.7171341,39.07761336,39.2879715,38.19878091,39.31710715,38.39258369,37.14425755,35.44184751,34.80403174,35.08776269
"Share of tariff lines with international peaks, all products (%)",Cambodia,,7.422699,,,,10.38446,,30.58793,,10.55274,9.776839,12.32474,,19.68489,48.81963,21.34772,22.12097,,26.90265,28.43684,29.62963,,,,
"Share of tariff lines with specific rates, all products (%)",Cambodia,,0,,,,0.1725051,,0.0843298,,0,0,0,,0,0,0,0,,0.0564095,0.0528744,0.0273336,,,,
"Tariff rate, applied, simple mean, all products (%)",Cambodia,,8.2,,,,12.45,,8.04,,12.36,12.26,13.16,,12.36,12.42,13.73,14.09,,16.26,16.28,16.74,,,,
"Tariff rate, applied, simple mean, primary products (%)",Cambodia,,9.05,,,,15.13,,9.89,,14.94,14.22,14.06,,13.77,14.64,15.7,16.3,,17.53,18.35,18.26,,,,
Tariffs,Cambodia,,6.21,,,,9.77,,4.85,,9.08,8.94,9.5,,9.91,10.53,10.46,10.81,,16.29,16.18,16.43,,,,
"Tariff rate, applied, weighted mean, primary products (%)",Cambodia,,3.12,,,,10.98,,8.33,,9.16,9.65,10.47,,11.83,13.98,11.41,11.68,,15.57,15.03,16.1,,,,
"Tariff rate, most favored nation, simple mean, all products (%)",Cambodia,,10.4,,,,11.21,,11.24,,10.94,10.94,12.03,,14.23,14.19,14.27,14.27,,16.41,16.41,16.4,,,,
"Tariff rate, most favored nation, weighted mean, all products (%)",Cambodia,,9.62,,,,9.77,,8.34,,9.08,8.94,9.5,,11.42,11.68,10.86,11.08,,16.47,16.28,16.49,,,,
unemployment,Cambodia,,,0.5,,0.140000001,0.720000029,0.389999986,0.689999998,0.439999998,1.279999971,0.579999983,0.769999981,0.579999983,0.819999993,1.25999999,,,7.53000021,,,2.059999943,2.75999999,,,
electricity,Cabo Verde,,94.16174316,91.40000153,90.41175079,88.69096375,87.5449295,86.35784149,85.3079071,84.33934784,83.35876465,82.35624695,81.09999847,74.00318909,72.25667572,70.52010345,68.79075623,67,65.34298706,63.61949921,58.59999847,60.1615181,58.42232895,,,
ageing,Cabo Verde,47.17614045,47.95402719,48.7280141,49.50727248,50.28170138,51.14974109,52.34687121,53.85889778,55.56704833,57.44902985,59.43211182,61.63567067,64.06419528,66.5522238,69.12694557,71.75711546,74.42795508,77.15120999,79.91912635,82.71537728,85.54272039,88.40042264,91.18907702,93.89953839,96.5909039
publicdebt,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,
business,Cabo Verde,,,13,14.4,15.4,14.7,14.8,14.3,13.5,14.9,17,18.5,17,35.7,40.1,45.6,44,,,,,,,,
gdp,Cabo Verde,3293.233054,2924.101807,3434.562745,3442.742003,3132.621798,2978.19942,2891.884482,3405.933447,3427.177172,3262.647058,3537.139837,3192.3921,3292.498412,3503.511499,2997.703864,2220.097291,1972.784236,1900.889,1693.978552,1311.21495,1208.457932,1176.707258,1317.573685,1185.58374,1139.217697
GNI per capita growth (annual %),Cabo Verde,6.473773751,-15.82892946,4.869620848,4.545785661,2.632409214,3.667173108,1.206007723,-2.076616629,0.455845616,-0.455390208,3.280957993,-1.523403187,-2.235778096,4.895376319,,,,,,,,,,,
savings,Cabo Verde,32.36820327,33.76022504,35.28652631,34.26540484,30.54509239,32.79429053,28.15598428,25.92430204,28.62868743,28.3106355,34.02042653,34.60021623,33.57793103,37.32679354,37.42964314,,,,,,,,,,
internet,Cabo Verde,,64.5,61.94339776,59.5,57.16214635,50.32281787,42.68301416,40.26,37.5,34.74,32,30,21,14,8.28321982,6.808911008,6.074087107,5.31883207,4.324885391,3.518757175,2.685332713,1.822443852,1.159982461,0.472735008,0.24096792
inflation,Cabo Verde,1.862152975,0.605795808,1.106666743,1.256995667,0.784415251,-1.407816371,0.131187999,-0.238778145,1.506542857,2.540396442,4.473883422,2.078664709,0.991103481,6.774435464,4.410997042,5.369076871,0.418891613,-1.890821723,1.188170386,1.884534101,3.349964723,-2.477456685,4.356433745,4.3942351,8.556062581
immigration,Cabo Verde,,,,,,,2.867232018,,,,,2.930998269,,,,,2.678059314,,,,,2.513350823,,,
gender,Cabo Verde,48.87599945,47.56999969,50.54999924,48.7519989,52.16699982,51.5530014,50.94900131,50.35300064,49.76800156,49.19300079,48.62599945,48.06200027,47.60300064,47.17499924,46.76100159,46.36000061,45.97399902,45.59999847,45.23699951,44.88800049,44.54899979,44.22100067,43.88000107,43.52500153,43.1780014
education,Cabo Verde,,,69.76999664,70.61000061,70.20999908,,74.36000061,,,,,,,,,,,,,,,,,,
interest,Cabo Verde,7.619285668,8.194514843,9.140834759,8.97292567,9.488122595,9.60664702,10.40582256,10.89375653,10.52009902,9.900358847,9.810803815,11.03989876,10.97664503,9.989013523,10.55104815,10.80415992,,,,,,,,,
literacy,Cabo Verde,90.77999878,,,,,,86.79029083,,,85.32778931,,,,,,,,,,,,76.11044312,,,
militaryexp,Cabo Verde,0.535771998,0.590190723,0.488213087,0.542008419,0.53085719,0.61182693,0.558982326,0.540807447,0.530303913,0.555765135,0.523241061,0.495061947,0.490877611,0.601269382,0.524703169,0.564741208,0.649497233,0.630978438,0.648753559,0.66548029,0.753615197,1.154025913,0.838543201,0.858540442,0.831007455
oil,Cabo Verde,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slums,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,
Real interest rate (%),Cabo Verde,5.168346998,9.135359645,8.529832858,7.337290541,8.743071132,9.861180915,8.521598765,11.05675919,8.963650371,9.295956535,6.948424517,10.48187026,8.614687103,6.222437435,1.654809797,5.891057433,,,,,,,,,
ruralpop,Cabo Verde,32.898,33.348,33.805,34.268,34.739,35.216,35.7,36.19,36.683,37.179,37.678,38.179,38.984,39.806,40.637,41.471,42.311,43.154,44.003,44.854,45.709,46.565,47.495,48.428,49.363
servicesector,Cabo Verde,57.31936595,58.86155918,61.38641248,60.90033048,61.23686691,61.78934002,60.51862181,61.23160908,61.82882905,62.16350572,60.60223412,61.16145047,60.1876225,59.7711409,60.95946371,72.58900974,71.78773483,71.91844896,71.33030545,70.59501515,69.4201626,65.38102652,62.97958803,62.67484663,62.11199528
"Share of tariff lines with international peaks, all products (%)",Cabo Verde,,39.17789,42.43577,,,,43.47313,,43.80984,43.6633,44.35204,44.44983,47.39524,46.83506,46.83506,46.54277,46.33845,,,,,,,,
"Share of tariff lines with specific rates, all products (%)",Cabo Verde,,0,0,,,,0,,0,0,0.0469881,0.0096989,0,0.025565,0.025565,0,0,,,,,,,,
"Tariff rate, applied, simple mean, all products (%)",Cabo Verde,,13.71,14.51,,,,14.82,,15.13,14.78,15.02,14.87,15.48,15.27,15.27,15.26,15.42,,,,,,,,
"Tariff rate, applied, simple mean, primary products (%)",Cabo Verde,,16.25,16.43,,,,16.48,,16.62,16.3,16.43,16.22,16.15,15.82,15.82,15.48,15.59,,,,,,,,
Tariffs,Cabo Verde,,12.18,11.55,,,,10.89,,10.89,10.6,10.3,11.05,11.93,12.23,12.23,13.19,13.75,,,,,,,,
"Tariff rate, applied, weighted mean, primary products (%)",Cabo Verde,,15.52,12.73,,,,11.46,,10.6,11.55,10.83,12.2,12.13,12.65,12.65,13.76,14.13,,,,,,,,
"Tariff rate, most favored nation, simple mean, all products (%)",Cabo Verde,,10.19,10.2,,,,10.27,,10.31,10.12,10.16,10.17,10.42,10.43,10.43,10.41,10.42,,,,,,,,
"Tariff rate, most favored nation, weighted mean, all products (%)",Cabo Verde,,12.27,11.55,,,,10.89,,10.89,10.6,10.3,11.05,11.93,12.23,12.23,13.19,13.75,,,,,,,,
unemployment,Cabo Verde,,,11.28999996,12.17000008,12.23999977,,31.30999947,,,,,10.67000008,,,,,,,,,,,,,
Exports,Byelorussia,272941,211323,179907,114159,93336,109017,74890,111059,87216,91982,70513,79561,28038,36136,22722,21580,8128,6495,3223,1622,875,4111,533,646,
Imports,Byelorussia,109069,88869,91486,57105,51538,43519,101082,73828,58051,66313,59849,47610,52959,49782,61259,42877,49044,15395,9672,6378,3451,7251,2069,1088,
fdi,Byelorussia,16,7,7,1820,824,4,,4,19,,664,10,,,35,53,,,83,2,,108,7,106,25
Exports,Burundi,12690,7397,6639,3732,4525,4506,4009,5160,5096,4646,4254,3336,3399,1768,1303,1018,1189,481,345,223,116,363,146,209,
Imports,Burundi,861,764,1295,1193,693,274,282,414,931,1068,1375,346,97,12,67,175,33,32,174,49,,112,,,
electricity,Burundi,,11.73555565,11.35652828,10.88490868,9.300000191,9.348409653,8.427652359,7,6.900000095,6.5,6.122684002,5.300000191,5.399016857,4.800000191,4.725946426,2.660000086,3.207317114,3.763858795,3.445381641,3.124018431,2.797420025,2.463236809,2.070949316,3.9,
ageing,Burundi,95.19677277,96.80002976,98.21220997,99.72481404,100.3234634,99.20837911,96.37657507,93.9142395,92.72357484,91.53057809,90.40386457,89.41632259,89.28692749,90.12360168,90.93592529,91.4692788,92.3168261,93.87377139,96.11990651,98.16375652,100.2942584,102.550157,104.5754042,107.6234258,110.1062615
publicdebt,Burundi,,,,,,,,,,,,,,,,,,,,,,,162.5614405,151.2772114,134.2470828
business,Burundi,,,12.3,10.7,33.9,13.9,13.4,13.4,17.5,18.3,116.8,124.3,145.7,206.7,241.2,213.8,190.2,181.4,240.2,,,,,,
gdp,Burundi,221.4776762,216.8267413,216.9729681,231.4464765,243.1358094,242.0656705,289.3596333,257.8185519,241.5476708,238.2059494,236.4513537,222.6605892,204.5447501,194.7106401,170.7068737,166.2762376,151.1885364,128.5384225,114.3670072,124.1392972,135.6064758,138.0046172,130.7530239,148.0895535,164.2334457
GNI per capita growth (annual %),Burundi,-1.184945314,-2.193887552,-1.365794101,-1.200054774,-1.658494948,-2.27234725,-5.704099722,0.454321178,1.623681,1.334457677,0.17455782,0.736282987,-2.010629855,0.80585714,-0.015677781,2.63041782,-1.540208134,0.297164066,-4.834331412,1.32137704,-3.2271635,-0.037411895,-3.784642489,3.201724393,
savings,Burundi,,,,5.539676039,7.567849237,6.700544629,11.28472523,0.592294552,3.93252265,10.88247896,1.95173001,3.213134158,9.854534413,-1.504731273,7.337433862,8.007474675,15.34942511,6.587317715,6.755630908,4.200173987,1.489883647,1.32796785,2.418028682,0.665302857,6.040746122
internet,Burundi,,9.4,6.2,4.1,2.660748535,2.2,2,1.4,1.264218111,1.219999945,1.11,1,0.9,0.81,0.7,0.65759259,0.542142866,0.349060462,0.201273197,0.118228412,0.106001245,0.077248447,0.039204469,0.015842776,0.007979439
inflation,Burundi,8.404538451,7.321106434,-0.686772171,-2.814698077,16.0525353,5.557689614,5.544688913,4.405352342,7.937958075,18.16104531,9.59216606,6.493265915,10.55543553,24.40695104,8.412062858,2.745420002,13.25206992,8.176429375,10.64746457,-1.365680053,9.296187713,24.43202421,3.385424273,12.50041077,31.11158983
